date,rain,month,year,scen
16.03.06,131.83412,3,2006,RCP6.0
16.04.06,71.875626,4,2006,RCP6.0
16.05.06,62.954163,5,2006,RCP6.0
16.06.06,51.2433,6,2006,RCP6.0
16.07.06,14.760226,7,2006,RCP6.0
16.08.06,10.969823,8,2006,RCP6.0
16.09.06,24.851423,9,2006,RCP6.0
16.10.06,79.05108,10,2006,RCP6.0
16.11.06,119.60058,11,2006,RCP6.0
16.12.06,164.55142,12,2006,RCP6.0
16.01.07,158.00742,1,2007,RCP6.0
15.02.07,147.19806,2,2007,RCP6.0
16.03.07,128.61388,3,2007,RCP6.0
16.04.07,64.73759,4,2007,RCP6.0
16.05.07,50.152046,5,2007,RCP6.0
16.06.07,15.997089,6,2007,RCP6.0
16.07.07,9.086373,7,2007,RCP6.0
16.08.07,13.853134,8,2007,RCP6.0
16.09.07,24.247566,9,2007,RCP6.0
16.10.07,64.82896,10,2007,RCP6.0
16.11.07,107.99974,11,2007,RCP6.0
16.12.07,103.07591,12,2007,RCP6.0
16.01.08,135.64026,1,2008,RCP6.0
15.02.08,138.14894,2,2008,RCP6.0
16.03.08,153.0186,3,2008,RCP6.0
16.04.08,76.66573,4,2008,RCP6.0
16.05.08,71.545204,5,2008,RCP6.0
16.06.08,30.144426,6,2008,RCP6.0
16.07.08,11.0337715,7,2008,RCP6.0
16.08.08,18.072876,8,2008,RCP6.0
16.09.08,30.622347,9,2008,RCP6.0
16.10.08,72.9979,10,2008,RCP6.0
16.11.08,92.55499,11,2008,RCP6.0
16.12.08,111.74092,12,2008,RCP6.0
16.01.09,174.48097,1,2009,RCP6.0
15.02.09,132.00305,2,2009,RCP6.0
16.03.09,167.38025,3,2009,RCP6.0
16.04.09,82.13753,4,2009,RCP6.0
16.05.09,67.58314,5,2009,RCP6.0
16.06.09,22.883526,6,2009,RCP6.0
16.07.09,8.183429,7,2009,RCP6.0
16.08.09,9.686921,8,2009,RCP6.0
16.09.09,36.524597,9,2009,RCP6.0
16.10.09,76.72291,10,2009,RCP6.0
16.11.09,117.04974,11,2009,RCP6.0
16.12.09,100.55889,12,2009,RCP6.0
16.01.10,198.21353,1,2010,RCP6.0
15.02.10,125.24355,2,2010,RCP6.0
16.03.10,92.45427,3,2010,RCP6.0
16.04.10,43.085144,4,2010,RCP6.0
16.05.10,64.63453,5,2010,RCP6.0
16.06.10,56.315575,6,2010,RCP6.0
16.07.10,4.752197,7,2010,RCP6.0
16.08.10,4.0633636,8,2010,RCP6.0
16.09.10,21.724232,9,2010,RCP6.0
16.10.10,80.71302,10,2010,RCP6.0
16.11.10,88.240715,11,2010,RCP6.0
16.12.10,169.34846,12,2010,RCP6.0
16.01.11,159.91273,1,2011,RCP6.0
15.02.11,123.487144,2,2011,RCP6.0
16.03.11,107.53225,3,2011,RCP6.0
16.04.11,85.25371,4,2011,RCP6.0
16.05.11,28.626566,5,2011,RCP6.0
16.06.11,19.20683,6,2011,RCP6.0
16.07.11,10.47166,7,2011,RCP6.0
16.08.11,3.2322488,8,2011,RCP6.0
16.09.11,18.27497,9,2011,RCP6.0
16.10.11,54.378178,10,2011,RCP6.0
16.11.11,122.94337,11,2011,RCP6.0
16.12.11,121.48952,12,2011,RCP6.0
16.01.12,129.83112,1,2012,RCP6.0
15.02.12,126.2593,2,2012,RCP6.0
16.03.12,124.476074,3,2012,RCP6.0
16.04.12,53.028946,4,2012,RCP6.0
16.05.12,43.207096,5,2012,RCP6.0
16.06.12,8.156727,6,2012,RCP6.0
16.07.12,13.222615,7,2012,RCP6.0
16.08.12,8.035212,8,2012,RCP6.0
16.09.12,17.222097,9,2012,RCP6.0
16.10.12,56.787373,10,2012,RCP6.0
16.11.12,101.134445,11,2012,RCP6.0
16.12.12,122.53317,12,2012,RCP6.0
16.01.13,157.44125,1,2013,RCP6.0
15.02.13,137.60965,2,2013,RCP6.0
16.03.13,149.21724,3,2013,RCP6.0
16.04.13,149.88043,4,2013,RCP6.0
16.05.13,43.01487,5,2013,RCP6.0
16.06.13,20.840342,6,2013,RCP6.0
16.07.13,16.956577,7,2013,RCP6.0
16.08.13,16.940874,8,2013,RCP6.0
16.09.13,25.418295,9,2013,RCP6.0
16.10.13,82.89727,10,2013,RCP6.0
16.11.13,92.496025,11,2013,RCP6.0
16.12.13,146.9227,12,2013,RCP6.0
16.01.14,122.63288,1,2014,RCP6.0
15.02.14,134.27858,2,2014,RCP6.0
16.03.14,187.39604,3,2014,RCP6.0
16.04.14,88.85629,4,2014,RCP6.0
16.05.14,64.779274,5,2014,RCP6.0
16.06.14,23.355848,6,2014,RCP6.0
16.07.14,12.7361145,7,2014,RCP6.0
16.08.14,5.7986345,8,2014,RCP6.0
16.09.14,6.680536,9,2014,RCP6.0
16.10.14,32.410637,10,2014,RCP6.0
16.11.14,105.943146,11,2014,RCP6.0
16.12.14,132.54958,12,2014,RCP6.0
16.01.15,192.90831,1,2015,RCP6.0
15.02.15,150.02243,2,2015,RCP6.0
16.03.15,117.38781,3,2015,RCP6.0
16.04.15,92.438034,4,2015,RCP6.0
16.05.15,50.891376,5,2015,RCP6.0
16.06.15,13.996093,6,2015,RCP6.0
16.07.15,6.618492,7,2015,RCP6.0
16.08.15,13.930219,8,2015,RCP6.0
16.09.15,27.879656,9,2015,RCP6.0
16.10.15,66.914345,10,2015,RCP6.0
16.11.15,76.76332,11,2015,RCP6.0
16.12.15,108.71046,12,2015,RCP6.0
16.01.16,148.55255,1,2016,RCP6.0
15.02.16,132.57465,2,2016,RCP6.0
16.03.16,156.92822,3,2016,RCP6.0
16.04.16,101.95354,4,2016,RCP6.0
16.05.16,70.45322,5,2016,RCP6.0
16.06.16,53.19669,6,2016,RCP6.0
16.07.16,14.143637,7,2016,RCP6.0
16.08.16,7.775672,8,2016,RCP6.0
16.09.16,19.009926,9,2016,RCP6.0
16.10.16,75.5367,10,2016,RCP6.0
16.11.16,136.00566,11,2016,RCP6.0
16.12.16,101.258606,12,2016,RCP6.0
16.01.17,137.6766,1,2017,RCP6.0
15.02.17,146.19925,2,2017,RCP6.0
16.03.17,138.38272,3,2017,RCP6.0
16.04.17,48.017193,4,2017,RCP6.0
16.05.17,48.034447,5,2017,RCP6.0
16.06.17,9.828291,6,2017,RCP6.0
16.07.17,15.116149,7,2017,RCP6.0
16.08.17,11.12403,8,2017,RCP6.0
16.09.17,13.757609,9,2017,RCP6.0
16.10.17,65.12993,10,2017,RCP6.0
16.11.17,112.560394,11,2017,RCP6.0
16.12.17,124.07675,12,2017,RCP6.0
16.01.18,165.6866,1,2018,RCP6.0
15.02.18,118.51516,2,2018,RCP6.0
16.03.18,131.68237,3,2018,RCP6.0
16.04.18,78.70646,4,2018,RCP6.0
16.05.18,53.507904,5,2018,RCP6.0
16.06.18,11.164708,6,2018,RCP6.0
16.07.18,4.9166474,7,2018,RCP6.0
16.08.18,9.108608,8,2018,RCP6.0
16.09.18,16.620174,9,2018,RCP6.0
16.10.18,76.07723,10,2018,RCP6.0
16.11.18,76.88986,11,2018,RCP6.0
16.12.18,127.16848,12,2018,RCP6.0
16.01.19,158.4268,1,2019,RCP6.0
15.02.19,127.15799,2,2019,RCP6.0
16.03.19,148.30133,3,2019,RCP6.0
16.04.19,90.45874,4,2019,RCP6.0
16.05.19,43.28433,5,2019,RCP6.0
16.06.19,17.444778,6,2019,RCP6.0
16.07.19,2.8207169,7,2019,RCP6.0
16.08.19,9.949311,8,2019,RCP6.0
16.09.19,31.522444,9,2019,RCP6.0
16.10.19,79.11984,10,2019,RCP6.0
16.11.19,126.48109,11,2019,RCP6.0
16.12.19,183.56007,12,2019,RCP6.0
16.01.20,124.89806,1,2020,RCP6.0
15.02.20,150.26231,2,2020,RCP6.0
16.03.20,158.94695,3,2020,RCP6.0
16.04.20,50.73985,4,2020,RCP6.0
16.05.20,51.037025,5,2020,RCP6.0
16.06.20,9.28068,6,2020,RCP6.0
16.07.20,20.341549,7,2020,RCP6.0
16.08.20,17.470074,8,2020,RCP6.0
16.09.20,16.890722,9,2020,RCP6.0
16.10.20,75.3336,10,2020,RCP6.0
16.11.20,121.87368,11,2020,RCP6.0
16.12.20,108.78768,12,2020,RCP6.0
16.01.21,167.55783,1,2021,RCP6.0
15.02.21,166.73878,2,2021,RCP6.0
16.03.21,121.63342,3,2021,RCP6.0
16.04.21,98.99112,4,2021,RCP6.0
16.05.21,54.58992,5,2021,RCP6.0
16.06.21,18.864716,6,2021,RCP6.0
16.07.21,5.450025,7,2021,RCP6.0
16.08.21,4.5658307,8,2021,RCP6.0
16.09.21,11.007563,9,2021,RCP6.0
16.10.21,60.224712,10,2021,RCP6.0
16.11.21,111.77743,11,2021,RCP6.0
16.12.21,139.10788,12,2021,RCP6.0
16.01.22,159.7178,1,2022,RCP6.0
15.02.22,120.97145,2,2022,RCP6.0
16.03.22,124.4365,3,2022,RCP6.0
16.04.22,77.35936,4,2022,RCP6.0
16.05.22,64.72152,5,2022,RCP6.0
16.06.22,9.6682,6,2022,RCP6.0
16.07.22,8.975836,7,2022,RCP6.0
16.08.22,9.151054,8,2022,RCP6.0
16.09.22,18.468323,9,2022,RCP6.0
16.10.22,56.205517,10,2022,RCP6.0
16.11.22,96.605125,11,2022,RCP6.0
16.12.22,144.2073,12,2022,RCP6.0
16.01.23,154.76645,1,2023,RCP6.0
15.02.23,120.70536,2,2023,RCP6.0
16.03.23,144.1744,3,2023,RCP6.0
16.04.23,78.86841,4,2023,RCP6.0
16.05.23,58.20308,5,2023,RCP6.0
16.06.23,24.599918,6,2023,RCP6.0
16.07.23,8.686852,7,2023,RCP6.0
16.08.23,10.854622,8,2023,RCP6.0
16.09.23,20.229918,9,2023,RCP6.0
16.10.23,54.12507,10,2023,RCP6.0
16.11.23,98.57894,11,2023,RCP6.0
16.12.23,139.25095,12,2023,RCP6.0
16.01.24,160.02434,1,2024,RCP6.0
15.02.24,92.57647,2,2024,RCP6.0
16.03.24,137.78575,3,2024,RCP6.0
16.04.24,45.153282,4,2024,RCP6.0
16.05.24,38.723263,5,2024,RCP6.0
16.06.24,16.31608,6,2024,RCP6.0
16.07.24,6.0944257,7,2024,RCP6.0
16.08.24,4.2231956,8,2024,RCP6.0
16.09.24,27.132738,9,2024,RCP6.0
16.10.24,31.946602,10,2024,RCP6.0
16.11.24,90.19548,11,2024,RCP6.0
16.12.24,116.85767,12,2024,RCP6.0
16.01.25,133.72427,1,2025,RCP6.0
15.02.25,111.8473,2,2025,RCP6.0
16.03.25,120.76154,3,2025,RCP6.0
16.04.25,90.49168,4,2025,RCP6.0
16.05.25,26.154627,5,2025,RCP6.0
16.06.25,19.772509,6,2025,RCP6.0
16.07.25,7.46473,7,2025,RCP6.0
16.08.25,7.074084,8,2025,RCP6.0
16.09.25,17.152409,9,2025,RCP6.0
16.10.25,49.765724,10,2025,RCP6.0
16.11.25,110.20417,11,2025,RCP6.0
16.12.25,130.51929,12,2025,RCP6.0
16.01.26,147.84738,1,2026,RCP6.0
15.02.26,109.19134,2,2026,RCP6.0
16.03.26,141.94429,3,2026,RCP6.0
16.04.26,84.69885,4,2026,RCP6.0
16.05.26,65.72365,5,2026,RCP6.0
16.06.26,17.02206,6,2026,RCP6.0
16.07.26,6.038108,7,2026,RCP6.0
16.08.26,20.172707,8,2026,RCP6.0
16.09.26,17.842451,9,2026,RCP6.0
16.10.26,52.707787,10,2026,RCP6.0
16.11.26,82.75149,11,2026,RCP6.0
16.12.26,136.6023,12,2026,RCP6.0
16.01.27,130.78186,1,2027,RCP6.0
15.02.27,198.85675,2,2027,RCP6.0
16.03.27,87.694565,3,2027,RCP6.0
16.04.27,109.33354,4,2027,RCP6.0
16.05.27,62.86613,5,2027,RCP6.0
16.06.27,19.561192,6,2027,RCP6.0
16.07.27,8.875815,7,2027,RCP6.0
16.08.27,8.050234,8,2027,RCP6.0
16.09.27,12.341574,9,2027,RCP6.0
16.10.27,63.725533,10,2027,RCP6.0
16.11.27,108.405136,11,2027,RCP6.0
16.12.27,117.750565,12,2027,RCP6.0
16.01.28,156.14911,1,2028,RCP6.0
15.02.28,143.2588,2,2028,RCP6.0
16.03.28,122.9396,3,2028,RCP6.0
16.04.28,90.95471,4,2028,RCP6.0
16.05.28,67.41485,5,2028,RCP6.0
16.06.28,13.137509,6,2028,RCP6.0
16.07.28,5.476634,7,2028,RCP6.0
16.08.28,8.49862,8,2028,RCP6.0
16.09.28,20.559706,9,2028,RCP6.0
16.10.28,70.44874,10,2028,RCP6.0
16.11.28,112.93542,11,2028,RCP6.0
16.12.28,151.75894,12,2028,RCP6.0
16.01.29,140.05544,1,2029,RCP6.0
15.02.29,160.50264,2,2029,RCP6.0
16.03.29,114.83635,3,2029,RCP6.0
16.04.29,99.512985,4,2029,RCP6.0
16.05.29,69.49087,5,2029,RCP6.0
16.06.29,18.932533,6,2029,RCP6.0
16.07.29,11.89772,7,2029,RCP6.0
16.08.29,11.659744,8,2029,RCP6.0
16.09.29,35.154865,9,2029,RCP6.0
16.10.29,72.402985,10,2029,RCP6.0
16.11.29,134.03224,11,2029,RCP6.0
16.12.29,150.49124,12,2029,RCP6.0
16.01.30,122.7082,1,2030,RCP6.0
15.02.30,131.57642,2,2030,RCP6.0
16.03.30,93.92436,3,2030,RCP6.0
16.04.30,110.26363,4,2030,RCP6.0
16.05.30,35.636925,5,2030,RCP6.0
16.06.30,15.893183,6,2030,RCP6.0
16.07.30,17.239323,7,2030,RCP6.0
16.08.30,5.667227,8,2030,RCP6.0
16.09.30,15.27396,9,2030,RCP6.0
16.10.30,74.09807,10,2030,RCP6.0
16.11.30,109.55687,11,2030,RCP6.0
16.12.30,135.17603,12,2030,RCP6.0
16.01.31,121.03861,1,2031,RCP6.0
15.02.31,114.524536,2,2031,RCP6.0
16.03.31,107.510864,3,2031,RCP6.0
16.04.31,126.98918,4,2031,RCP6.0
16.05.31,62.74076,5,2031,RCP6.0
16.06.31,40.961773,6,2031,RCP6.0
16.07.31,11.308924,7,2031,RCP6.0
16.08.31,7.317477,8,2031,RCP6.0
16.09.31,16.110216,9,2031,RCP6.0
16.10.31,51.915848,10,2031,RCP6.0
16.11.31,110.82758,11,2031,RCP6.0
16.12.31,147.39165,12,2031,RCP6.0
16.01.32,194.51451,1,2032,RCP6.0
15.02.32,90.17943,2,2032,RCP6.0
16.03.32,142.78618,3,2032,RCP6.0
16.04.32,119.69591,4,2032,RCP6.0
16.05.32,40.686653,5,2032,RCP6.0
16.06.32,7.4875784,6,2032,RCP6.0
16.07.32,10.565695,7,2032,RCP6.0
16.08.32,13.1979685,8,2032,RCP6.0
16.09.32,30.77457,9,2032,RCP6.0
16.10.32,78.49322,10,2032,RCP6.0
16.11.32,105.06291,11,2032,RCP6.0
16.12.32,148.20255,12,2032,RCP6.0
16.01.33,120.86656,1,2033,RCP6.0
15.02.33,135.75171,2,2033,RCP6.0
16.03.33,117.05057,3,2033,RCP6.0
16.04.33,90.93103,4,2033,RCP6.0
16.05.33,61.200733,5,2033,RCP6.0
16.06.33,18.4432,6,2033,RCP6.0
16.07.33,6.674936,7,2033,RCP6.0
16.08.33,6.9711943,8,2033,RCP6.0
16.09.33,14.240357,9,2033,RCP6.0
16.10.33,69.336334,10,2033,RCP6.0
16.11.33,120.37278,11,2033,RCP6.0
16.12.33,135.27231,12,2033,RCP6.0
16.01.34,115.05867,1,2034,RCP6.0
15.02.34,159.28137,2,2034,RCP6.0
16.03.34,95.61414,3,2034,RCP6.0
16.04.34,74.924385,4,2034,RCP6.0
16.05.34,65.52145,5,2034,RCP6.0
16.06.34,6.635943,6,2034,RCP6.0
16.07.34,10.038555,7,2034,RCP6.0
16.08.34,30.671047,8,2034,RCP6.0
16.09.34,20.105045,9,2034,RCP6.0
16.10.34,61.226376,10,2034,RCP6.0
16.11.34,113.3153,11,2034,RCP6.0
16.12.34,143.98956,12,2034,RCP6.0
16.01.35,168.9418,1,2035,RCP6.0
15.02.35,99.87381,2,2035,RCP6.0
16.03.35,155.5665,3,2035,RCP6.0
16.04.35,105.76857,4,2035,RCP6.0
16.05.35,99.76714,5,2035,RCP6.0
16.06.35,28.06887,6,2035,RCP6.0
16.07.35,6.883029,7,2035,RCP6.0
16.08.35,12.780086,8,2035,RCP6.0
16.09.35,41.25138,9,2035,RCP6.0
16.10.35,45.894924,10,2035,RCP6.0
16.11.35,88.97451,11,2035,RCP6.0
16.12.35,132.01492,12,2035,RCP6.0
16.01.36,180.13823,1,2036,RCP6.0
15.02.36,83.99027,2,2036,RCP6.0
16.03.36,149.36797,3,2036,RCP6.0
16.04.36,80.25085,4,2036,RCP6.0
16.05.36,83.58176,5,2036,RCP6.0
16.06.36,13.147607,6,2036,RCP6.0
16.07.36,15.999206,7,2036,RCP6.0
16.08.36,11.31357,8,2036,RCP6.0
16.09.36,7.894771,9,2036,RCP6.0
16.10.36,55.392887,10,2036,RCP6.0
16.11.36,97.9596,11,2036,RCP6.0
16.12.36,187.59319,12,2036,RCP6.0
16.01.37,128.82788,1,2037,RCP6.0
15.02.37,149.2214,2,2037,RCP6.0
16.03.37,141.67744,3,2037,RCP6.0
16.04.37,96.76347,4,2037,RCP6.0
16.05.37,29.982822,5,2037,RCP6.0
16.06.37,12.786054,6,2037,RCP6.0
16.07.37,3.2275739,7,2037,RCP6.0
16.08.37,25.582058,8,2037,RCP6.0
16.09.37,16.962902,9,2037,RCP6.0
16.10.37,43.04415,10,2037,RCP6.0
16.11.37,135.51927,11,2037,RCP6.0
16.12.37,126.24014,12,2037,RCP6.0
16.01.38,170.27475,1,2038,RCP6.0
15.02.38,208.65845,2,2038,RCP6.0
16.03.38,92.13572,3,2038,RCP6.0
16.04.38,122.46559,4,2038,RCP6.0
16.05.38,39.505783,5,2038,RCP6.0
16.06.38,13.941321,6,2038,RCP6.0
16.07.38,6.500604,7,2038,RCP6.0
16.08.38,13.988712,8,2038,RCP6.0
16.09.38,23.189455,9,2038,RCP6.0
16.10.38,76.24227,10,2038,RCP6.0
16.11.38,98.360115,11,2038,RCP6.0
16.12.38,129.62549,12,2038,RCP6.0
16.01.39,184.7244,1,2039,RCP6.0
15.02.39,127.90485,2,2039,RCP6.0
16.03.39,66.598236,3,2039,RCP6.0
16.04.39,88.979385,4,2039,RCP6.0
16.05.39,25.163658,5,2039,RCP6.0
16.06.39,38.216217,6,2039,RCP6.0
16.07.39,4.114709,7,2039,RCP6.0
16.08.39,4.79654,8,2039,RCP6.0
16.09.39,21.647207,9,2039,RCP6.0
16.10.39,97.21614,10,2039,RCP6.0
16.11.39,101.63516,11,2039,RCP6.0
16.12.39,129.9797,12,2039,RCP6.0
16.01.40,155.53477,1,2040,RCP6.0
15.02.40,131.92485,2,2040,RCP6.0
16.03.40,113.68393,3,2040,RCP6.0
16.04.40,69.44561,4,2040,RCP6.0
16.05.40,53.78092,5,2040,RCP6.0
16.06.40,6.2006116,6,2040,RCP6.0
16.07.40,5.2810354,7,2040,RCP6.0
16.08.40,4.266817,8,2040,RCP6.0
16.09.40,8.26933,9,2040,RCP6.0
16.10.40,61.430294,10,2040,RCP6.0
16.11.40,110.75524,11,2040,RCP6.0
16.12.40,131.00575,12,2040,RCP6.0
16.01.41,125.41127,1,2041,RCP6.0
15.02.41,99.134315,2,2041,RCP6.0
16.03.41,125.69364,3,2041,RCP6.0
16.04.41,110.55903,4,2041,RCP6.0
16.05.41,67.92526,5,2041,RCP6.0
16.06.41,4.163538,6,2041,RCP6.0
16.07.41,4.7400627,7,2041,RCP6.0
16.08.41,12.0105,8,2041,RCP6.0
16.09.41,15.673736,9,2041,RCP6.0
16.10.41,33.68789,10,2041,RCP6.0
16.11.41,75.516396,11,2041,RCP6.0
16.12.41,98.44192,12,2041,RCP6.0
16.01.42,151.70819,1,2042,RCP6.0
15.02.42,111.166336,2,2042,RCP6.0
16.03.42,112.13235,3,2042,RCP6.0
16.04.42,133.62862,4,2042,RCP6.0
16.05.42,64.17837,5,2042,RCP6.0
16.06.42,12.3287735,6,2042,RCP6.0
16.07.42,11.040278,7,2042,RCP6.0
16.08.42,15.8678,8,2042,RCP6.0
16.09.42,19.359867,9,2042,RCP6.0
16.10.42,71.22597,10,2042,RCP6.0
16.11.42,99.38382,11,2042,RCP6.0
16.12.42,135.39183,12,2042,RCP6.0
16.01.43,138.93858,1,2043,RCP6.0
15.02.43,118.853584,2,2043,RCP6.0
16.03.43,126.55677,3,2043,RCP6.0
16.04.43,85.54053,4,2043,RCP6.0
16.05.43,64.314255,5,2043,RCP6.0
16.06.43,16.837053,6,2043,RCP6.0
16.07.43,10.3952,7,2043,RCP6.0
16.08.43,4.113285,8,2043,RCP6.0
16.09.43,37.085373,9,2043,RCP6.0
16.10.43,52.218678,10,2043,RCP6.0
16.11.43,97.57023,11,2043,RCP6.0
16.12.43,161.64342,12,2043,RCP6.0
16.01.44,97.35461,1,2044,RCP6.0
15.02.44,108.85536,2,2044,RCP6.0
16.03.44,123.89328,3,2044,RCP6.0
16.04.44,91.36337,4,2044,RCP6.0
16.05.44,43.906868,5,2044,RCP6.0
16.06.44,17.792583,6,2044,RCP6.0
16.07.44,7.154598,7,2044,RCP6.0
16.08.44,4.495607,8,2044,RCP6.0
16.09.44,20.826448,9,2044,RCP6.0
16.10.44,71.08702,10,2044,RCP6.0
16.11.44,95.8769,11,2044,RCP6.0
16.12.44,139.49472,12,2044,RCP6.0
16.01.45,114.11391,1,2045,RCP6.0
15.02.45,116.59147,2,2045,RCP6.0
16.03.45,97.53295,3,2045,RCP6.0
16.04.45,67.2628,4,2045,RCP6.0
16.05.45,40.421337,5,2045,RCP6.0
16.06.45,26.894232,6,2045,RCP6.0
16.07.45,3.186995,7,2045,RCP6.0
16.08.45,8.119804,8,2045,RCP6.0
16.09.45,26.587772,9,2045,RCP6.0
16.10.45,90.600136,10,2045,RCP6.0
16.11.45,105.94682,11,2045,RCP6.0
16.12.45,144.51086,12,2045,RCP6.0
16.01.46,131.0152,1,2046,RCP6.0
15.02.46,156.38785,2,2046,RCP6.0
16.03.46,151.45352,3,2046,RCP6.0
16.04.46,116.54805,4,2046,RCP6.0
16.05.46,55.53399,5,2046,RCP6.0
16.06.46,13.793316,6,2046,RCP6.0
16.07.46,2.6694603,7,2046,RCP6.0
16.08.46,24.456339,8,2046,RCP6.0
16.09.46,34.77391,9,2046,RCP6.0
16.10.46,72.81347,10,2046,RCP6.0
16.11.46,114.44311,11,2046,RCP6.0
16.12.46,107.50771,12,2046,RCP6.0
16.01.47,119.32106,1,2047,RCP6.0
15.02.47,93.45399,2,2047,RCP6.0
16.03.47,138.0315,3,2047,RCP6.0
16.04.47,90.34356,4,2047,RCP6.0
16.05.47,71.581535,5,2047,RCP6.0
16.06.47,7.9924774,6,2047,RCP6.0
16.07.47,8.752874,7,2047,RCP6.0
16.08.47,7.250607,8,2047,RCP6.0
16.09.47,20.282116,9,2047,RCP6.0
16.10.47,53.605988,10,2047,RCP6.0
16.11.47,113.13072,11,2047,RCP6.0
16.12.47,131.49852,12,2047,RCP6.0
16.01.48,141.16212,1,2048,RCP6.0
15.02.48,123.53927,2,2048,RCP6.0
16.03.48,129.68588,3,2048,RCP6.0
16.04.48,93.10865,4,2048,RCP6.0
16.05.48,40.48436,5,2048,RCP6.0
16.06.48,16.689867,6,2048,RCP6.0
16.07.48,15.607702,7,2048,RCP6.0
16.08.48,6.699551,8,2048,RCP6.0
16.09.48,9.480651,9,2048,RCP6.0
16.10.48,56.431175,10,2048,RCP6.0
16.11.48,103.83934,11,2048,RCP6.0
16.12.48,163.40019,12,2048,RCP6.0
16.01.49,149.5666,1,2049,RCP6.0
15.02.49,106.45049,2,2049,RCP6.0
16.03.49,131.65343,3,2049,RCP6.0
16.04.49,102.27254,4,2049,RCP6.0
16.05.49,61.07379,5,2049,RCP6.0
16.06.49,21.681059,6,2049,RCP6.0
16.07.49,7.1390095,7,2049,RCP6.0
16.08.49,10.161758,8,2049,RCP6.0
16.09.49,33.520004,9,2049,RCP6.0
16.10.49,64.5699,10,2049,RCP6.0
16.11.49,107.77686,11,2049,RCP6.0
16.12.49,132.36238,12,2049,RCP6.0
16.01.50,173.73146,1,2050,RCP6.0
15.02.50,105.24011,2,2050,RCP6.0
16.03.50,136.76482,3,2050,RCP6.0
16.04.50,69.04594,4,2050,RCP6.0
16.05.50,48.00277,5,2050,RCP6.0
16.06.50,11.549301,6,2050,RCP6.0
16.07.50,4.3623657,7,2050,RCP6.0
16.08.50,21.09906,8,2050,RCP6.0
16.09.50,14.048558,9,2050,RCP6.0
16.10.50,63.668465,10,2050,RCP6.0
16.11.50,123.97091,11,2050,RCP6.0
16.12.50,131.46294,12,2050,RCP6.0
16.01.51,177.4121,1,2051,RCP6.0
15.02.51,91.74707,2,2051,RCP6.0
16.03.51,156.42226,3,2051,RCP6.0
16.04.51,101.42321,4,2051,RCP6.0
16.05.51,40.056007,5,2051,RCP6.0
16.06.51,25.95519,6,2051,RCP6.0
16.07.51,10.54269,7,2051,RCP6.0
16.08.51,11.549617,8,2051,RCP6.0
16.09.51,25.066603,9,2051,RCP6.0
16.10.51,66.53096,10,2051,RCP6.0
16.11.51,109.00368,11,2051,RCP6.0
16.12.51,117.53594,12,2051,RCP6.0
16.01.52,115.723114,1,2052,RCP6.0
15.02.52,114.596825,2,2052,RCP6.0
16.03.52,119.568436,3,2052,RCP6.0
16.04.52,106.34196,4,2052,RCP6.0
16.05.52,69.995445,5,2052,RCP6.0
16.06.52,19.646152,6,2052,RCP6.0
16.07.52,16.233898,7,2052,RCP6.0
16.08.52,9.313158,8,2052,RCP6.0
16.09.52,20.993692,9,2052,RCP6.0
16.10.52,68.1718,10,2052,RCP6.0
16.11.52,138.24904,11,2052,RCP6.0
16.12.52,170.19208,12,2052,RCP6.0
16.01.53,121.918846,1,2053,RCP6.0
15.02.53,154.50554,2,2053,RCP6.0
16.03.53,130.13647,3,2053,RCP6.0
16.04.53,104.429436,4,2053,RCP6.0
16.05.53,42.328293,5,2053,RCP6.0
16.06.53,21.76177,6,2053,RCP6.0
16.07.53,6.689227,7,2053,RCP6.0
16.08.53,15.043288,8,2053,RCP6.0
16.09.53,19.573484,9,2053,RCP6.0
16.10.53,88.632256,10,2053,RCP6.0
16.11.53,117.86594,11,2053,RCP6.0
16.12.53,140.76833,12,2053,RCP6.0
16.01.54,140.91133,1,2054,RCP6.0
15.02.54,130.13815,2,2054,RCP6.0
16.03.54,69.241264,3,2054,RCP6.0
16.04.54,88.89549,4,2054,RCP6.0
16.05.54,57.32995,5,2054,RCP6.0
16.06.54,11.80122,6,2054,RCP6.0
16.07.54,7.4757185,7,2054,RCP6.0
16.08.54,10.384127,8,2054,RCP6.0
16.09.54,9.944261,9,2054,RCP6.0
16.10.54,57.656395,10,2054,RCP6.0
16.11.54,96.39025,11,2054,RCP6.0
16.12.54,135.83391,12,2054,RCP6.0
16.01.55,123.910706,1,2055,RCP6.0
15.02.55,118.2648,2,2055,RCP6.0
16.03.55,118.08261,3,2055,RCP6.0
16.04.55,57.806973,4,2055,RCP6.0
16.05.55,45.04023,5,2055,RCP6.0
16.06.55,5.5130787,6,2055,RCP6.0
16.07.55,11.107442,7,2055,RCP6.0
16.08.55,10.783277,8,2055,RCP6.0
16.09.55,23.618519,9,2055,RCP6.0
16.10.55,69.369194,10,2055,RCP6.0
16.11.55,122.46956,11,2055,RCP6.0
16.12.55,111.5528,12,2055,RCP6.0
16.01.56,139.42433,1,2056,RCP6.0
15.02.56,99.825645,2,2056,RCP6.0
16.03.56,131.83658,3,2056,RCP6.0
16.04.56,101.04762,4,2056,RCP6.0
16.05.56,26.664583,5,2056,RCP6.0
16.06.56,18.778868,6,2056,RCP6.0
16.07.56,10.467477,7,2056,RCP6.0
16.08.56,4.2329597,8,2056,RCP6.0
16.09.56,17.320671,9,2056,RCP6.0
